id,pierwsze_imie,drugie_imie,nazwisko,id_komitetu
3068,Jerzy,Marian,MATERNA,6
3069,Elżbieta,Teresa,PŁONKA,6
3070,Jacek,Sławomir,KURZĘPA,6
3071,Stanisław,Antoni,IWAN,6
3072,Andrzej,Leszek,WIECZOREK,6
3073,Ewa,Danuta,GANCARZ,6
3074,Piotr,,BARCZAK,6
3075,Małgorzata,Barbara,GOŚNIOWSKA-KOLA,6
3076,Joanna,Magdalena,WERSTLER-WOJTASZEK,6
3077,Anita,Agnieszka,MOLICKA,6
3078,Tomasz,Rafał,RAFALSKI,6
3079,Gabriela,Marianna,TRZPIS,6
3080,Jarosław,,PORWICH,6
3081,Grzegorz,,GRABAREK,6
3082,Alicja,,SZUŁCIK,6
3083,Mieczysław,,JASZCZ,6
3084,Bożena,,RONOWICZ,6
3085,Anna,,GÓRSKA,6
3086,Marzanna,Nina,KUJTKOWSKA,6
3087,Urszula,Kazimiera,SŁOMIŃSKA,6
3088,Krzysztof,Władysław,CZERNIAWSKI,6
3089,Sebastian,,PIEŃKOWSKI,6
3090,Piotr,Tadeusz,GLIŃSKI,6
3091,Zbigniew,Włodzimierz,RAU,6
3092,Waldemar,Grzegorz,BUDA,6
3093,Piotr,,ADAMCZYK,6
3094,Włodzimierz,,FISIAK,6
3095,Alicja,Grażyna,KACZOROWSKA,6
3096,Roman,,SASIN,6
3097,Piotr,Paweł,CIEPLUCHA,6
3098,Renata,Agnieszka,KOBIERA,6
3099,Jacek,Grzegorz,JAKUBOWSKI,6
3100,Halina,,WĘCŁAW,6
3101,Tomasz,Lucjan,ANIELAK,6
3102,Justyna,Aleksandra,ŁUCZYŃSKA,6
3103,Sławomir,,PIETRZAK,6
3104,Krzysztof,Jerzy,LIK,6
3105,Anna,,PRZYBYŁ,6
3106,Barbara,,LEWANDOWSKA,6
3107,Sławomir,,EMANUEL,6
3108,Paulina,Marianna,KARDAS,6
3109,Włodzimierz,,TOMASZEWSKI,6
3110,Antoni,,MACIEREWICZ,6
3111,Grzegorz,Michał,WOJCIECHOWSKI,6
3112,Robert,,TELUS,6
3113,Anna,Maria,MILCZANOWSKA,6
3114,Beata,Zofia,DRÓŻDŻ,6
3115,Grzegorz,Andrzej,LOREK,6
3116,Dariusz,Jan,KUBIAK,6
3117,Ewa,Beata,WENDROWSKA,6
3118,Krzysztof,,MACIEJEWSKI,6
3119,Małgorzata,Monika,JANOWSKA,6
3120,Beata,Ewa,OZGA-FLEJSZER,6
3121,Waldemar,,WYCZACHOWSKI,6
3122,Martyna,Olga,WOJCIECHOWSKA,6
3123,Paweł,,SAŁEK,6
3124,Agnieszka,Katarzyna,WYSOCKA,6
3125,Dariusz,Adam,MISZTAL,6
3126,Zbigniew,Jan,ZIEMBA,6
3127,Krzysztof,Jan,CIECIÓRA,6
3128,Joanna,Katarzyna,LICHOCKA,6
3129,Piotr,Stanisław,POLAK,6
3130,Tadeusz,Jacek,WOŹNIAK,6
3131,Beata,Anna,MATEUSIAK-PIELUCHA,6
3132,Krzysztof,,CIEBIADA,6
3133,Tomasz,Piotr,RZYMKOWSKI,6
3134,Paweł,Piotr,RYCHLIK,6
3135,Marek,,MATUSZEWSKI,6
3136,Iwona,Małgorzata,WIECZOREK,6
3137,Andrzej,Robert,GÓRCZYŃSKI,6
3138,Ewa,,RZYMKOWSKA,6
3139,Krzysztof,Jan,NOWAK,6
3140,Michał,Bazyli,KRZAK,6
3141,Olga,Anna,KOŁOSZCZYK,6
3142,Katarzyna,,PAPROTA,6
3143,Mariusz,,GAŁKA,6
3144,Sławomir,,WALCZAK,6
3145,Iwona,,CHADRYŚ,6
3146,Monika,Malwina,TWARDOWSKA,6
3147,Elżbieta,Beata,RATYŃSKA,6
3148,Sylwia,Marianna,WRZAŁA,6
3149,Wieńczysław,Jerzy,KAŹMIERCZAK,6
3150,Paweł,Tomasz,KALETA,6
3151,Waldemar,Jan,WOJCIECHOWSKI,6
3152,Rafał,Paweł,BOCHENEK,6
3153,Marek,Władysław,POLAK,6
3154,Zbigniew,Stanisław,BIERNAT,6
3155,Ewa,Maria,FILIPIAK,6
3156,Krzysztof,Janusz,KOZIK,6
3157,Sławomir,Paweł,HAJOS,6
3158,Władysław,Michał,KUROWSKI,6
3159,Zbigniew,Władysław,STARZEC,6
3160,Iwona,Józefa,GIBAS,6
3161,Wojciech,Marcin,KASPROWSKI,6
3162,Jolanta,Maria,MAJKA,6
3163,Filip,Roman,KACZYŃSKI,6
3164,Grażyna,,ŚWIERKOSZ,6
3165,Stanisława,Marzena,KASPRZYCKA,6
3166,Grażyna,,TROJANOWSKA,6
3167,Roman,Wincenty,DUDA,6
3168,Małgorzata,Ewa,WASSERMANN,6
3169,Ryszard,Iwon,TERLECKI,6
3170,Andrzej,Mieczysław,ADAMCZYK,6
3171,Barbara,Ewa,BUBULA,6
3172,Jacek,Piotr,OSUCH,6
3173,Piotr,Krzysztof,ĆWIK,6
3174,Elżbieta,,DUDA,6
3175,Krzysztof,,ŚWIERCZEK,6
3176,Piotr,Tadeusz,GAMROT,6
3177,Jan,Paweł,ZIOBRO,6
3178,Adam,Piotr,PODOSEK,6
3179,Ewa,,DANIOŁ,6
3180,Bogusław,Jan,DOPART,6
3181,Piotr,Karol,SERAFIN,6
3182,Stanisław,Andrzej,NOWAK,6
3183,Bogusława,Maria,STANOWSKA-CICHOŃ,6
3184,Rafał,Andrzej,KUŚ,6
3185,Krystyna,Anna,FRANKIEWICZ,6
3186,Anna,Maria,BUDKOWSKA,6
3187,Szymon,Franciszek,KAŁUŻA,6
3188,Magdalena,Maria,KACZMARCZYK,6
3189,Paweł,Jacek,FIRLEJ,6
3190,Bogdan,Marek,PĘK,6
3191,Justyna,Natalia,KOSECKA,6
3192,Zbigniew,,GĘGOTEK,6
3193,Stanisław,Piotr,GRUSZKA,6
3194,Monika,,BĘTKOWSKA,6
3195,Jarosław,Adam,GOWIN,6
3196,Arkadiusz,,MULARCZYK,6
3197,Anna,,PALUCH,6
3198,Barbara,Halina,BARTUŚ,6
3199,Wiesław,Stanisław,JANCZYK,6
3200,Edward,,SIARKA,6
3201,Józef,Krzysztof,LEŚNIAK,6
3202,Jan,Wiesław,DUDA,6
3203,Jan,,PICZURA,6
3204,Andrzej,Józef,GUT-MOSTOWY,6
3205,Grzegorz,Janusz,BIEDROŃ,6
3206,Patryk,Tomasz,WICHER,6
3207,Elżbieta,Joanna,ZIELIŃSKA,6
3208,Zofia,,NIKA,6
3209,Ewa,,FILIPIAK,6
3210,Grażyna,Katarzyna,TYLKA,6
3211,Tomasz,Stanisław,WALICKI,6
3212,Marta,,ADAMCZYK,6
3213,Zygmunt,Jan,PARUCH,6
3214,Bartosz,,LEKSANDER,6
3215,Marcin,Marian,ZUBEK,6
3216,Anna,Maria,PIECZARKA,6
3217,Józefa,,SZCZUREK-ŻELAZKO,6
3218,Michał,Jan,WOJTKIEWICZ,6
3219,Urszula,Beata,RUSECKA,6
3220,Wiesław,,KRAJEWSKI,6
3221,Piotr,Paweł,SAK,6
3222,Anna,Małgorzata,CZECH,6
3223,Stanisław,Marcin,BUKOWIEC,6
3224,Mariusz,Artur,ZAJĄC,6
3225,Norbert,Jakub,KACZMARCZYK,6
3226,Jarosław,Jan,SORYS,6
3227,Piotr,,WAJDA,6
3228,Celina,Joanna,JACEWICZ,6
3229,Małgorzata,Anna,JAŚKO,6
3230,Magdalena,Anna,KOPCZYŃSKA,6
3231,Kazimierz,Józef,ŻUROWSKI,6
3232,Dariusz,Piotr,PIETRUSZKA,6
3233,Wojciech,,SKRUCH,6
3234,Łukasz,Jan,SZUMOWSKI,6
3235,Maciej,,MAŁECKI,6
3236,Maciej,Roman,WĄSIK,6
3237,Marek,,OPIOŁA,6
3238,Anna,Ewa,CICHOLSKA,6
3239,Waldemar,Ryszard,OLEJNICZAK,6
3240,Robert,Jerzy,KOŁAKOWSKI,6
3241,Rafał,,ROMANOWSKI,6
3242,Jacek,Dawid,OZDOBA,6
3243,Krzysztof,,BIEŃKOWSKI,6
3244,Maria,Bożena,GAJEWSKA,6
3245,Marlena,,MAZURSKA,6
3246,Marek,,KIEŁBIŃSKI,6
3247,Wioletta,Maria,KULPA,6
3248,Ewa,Anna,LEŚNIEWSKA,6
3249,Łukasz,,CHOIŃSKI,6
3250,Beata,Katarzyna,MARZĘDA-PRZYBYSZ,6
3251,Elżbieta,,KUŹNIEWSKA,6
3252,Jolanta,,KARPIŃSKA,6
3253,Waldemar,Paweł,HUMIĘCKI,6
3254,Marek,,SUSKI,6
3255,Radosław,Aleksander,FOGIEL,6
3256,Anna,,KWIECIEŃ,6
3257,Andrzej,Tomasz,KOSZTOWNIAK,6
3258,Dariusz,,BĄK,6
3259,Ewa,,BIAŁECKA,6
3260,Agnieszka,Beata,GÓRSKA,6
3261,Jan,,REJCZAK,6
3262,Ewa,Iwona,MARKOWSKA-BZDUCHA,6
3263,Leszek,Tadeusz,MARGAS,6
3264,Aurelia,Bogusława,MICHAŁOWSKA,6
3265,Dorota,Jolanta,PACZYŃSKA,6
3266,Karol,,BUREK,6
3267,Kinga,Anna,KOŁAGA,6
3268,Mariusz,Jakub,DZIUBA,6
3269,Łukasz,,MIERZEJEWSKI,6
3270,Marcin,Wojciech,ŁUKASIEWICZ,6
3271,Jan,Longin,STRZEŻEK,6
3272,Krzysztof,Józef,TCHÓRZEWSKI,6
3273,Henryk,,KOWALCZYK,6
3274,Arkadiusz,,CZARTORYSKI,6
3275,Marek,Tadeusz,ZAGÓRSKI,6
3276,Teresa,Anna,WARGOCKA,6
3277,Grzegorz,Adam,WOŹNIAK,6
3278,Anna,Maria,SIARKOWSKA,6
3279,Maciej,,GÓRSKI,6
3280,Dorota,,SKRZYPEK,6
3281,Jerzy,,ŻUKOWSKI,6
3282,Bartosz,,PAWELCZYK,6
3283,Marek,Łukasz,GROMADZKI,6
3284,Bartłomiej,,KURKUS,6
3285,Iwona,Teresa,KUROWSKA,6
3286,Bartłomiej,Tomasz,PIEŃKOWSKI,6
3287,Barbara,,ROGALSKA,6
3288,Grzegorz,,MAKOWIECKI,6
3289,Anna,,KASZUBA,6
3290,Anna,Agnieszka,ŚNIADACH,6
3291,Ewa,Grażyna,RUNO,6
3292,Zygmunt,Czesław,ŻYLUK,6
3293,Urszula,Maria,HAWRYLUK,6
3294,Agnieszka,,GAŚ,6
3295,Daniel,George,MILEWSKI,6
3296,Jarosław,Aleksander,KACZYŃSKI,6
3297,Mariusz,,KAMIŃSKI,6
3298,Małgorzata,Maria,GOSIEWSKA,6
3299,Piotr,Aleksander,NAIMSKI,6
3300,Jarosław,Karol,KRAJEWSKI,6
3301,Paweł,Jacek,LISIECKI,6
3302,Zbigniew,,GRYGLAS,6
3303,Ewa,,TOMASZEWSKA,6
3304,Sebastian,Jerzy,KALETA,6
3305,Małgorzata,Maria,WYPYCH,6
3306,Andrzej,Józef,MELAK,6
3307,Olga,Ewa,SEMENIUK,6
3308,Patryk,,GÓRSKI,6
3309,Adam,Zbigniew,BOROWSKI,6
3310,Filip,Jakub,FRĄCKOWIAK,6
3311,Wojciech,Maciej,CHOJNOWSKI,6
3312,Mirosława,Hanna,TERLECKA,6
3313,Piotr,Paweł,GOZDEK,6
3314,Ewa,,PERET,6
3315,Krzysztof,Robert,GÓRSKI,6
3316,Krzysztof,Tomasz,BOSAK,6
3317,Bożena,,KOLASIŃSKA,6
3318,Marek,Jan,CACKOWSKI,6
3319,Katarzyna,Maria,POLAK,6
3320,Sławomir,Stanisław,KACPROWICZ,6
3321,Ewa,Maria,SMALCERZ,6
3322,Teresa,,MIODUSZEWSKA,6
3323,Stefan,,KULESZA,6
3324,Izabela,Joanna,CZARTORYSKA-PLUTECKA,6
3325,Paweł,Andrzej,TERLECKI,6
3326,Krzysztof,,WYSOCKI,6
3327,Anna,,KĘZIK,6
3328,Irena,,GAJEWSKA,6
3329,Paweł,,SZYMAŃSKI,6
3330,Aneta,,PALUSZEK,6
3331,Agnieszka,Jadwiga,JAKUBOWSKA,6
3332,Maciej,,MOLICKI,6
3333,Paweł,Krzysztof,KSIĘŻAK,6
3334,Grzegorz,Paweł,REJOWSKI,6
3335,Wojciech,Jakub,ZABŁOCKI,6
3336,Mariusz,,BŁASZCZAK,6
3337,Anita,,CZERWIŃSKA,6
3338,Andrzej,,SMIRNOW,6
3339,Jan,Feliks,SZYSZKO,6
3340,Zdzisław,Tadeusz,SIPIERA,6
3341,Piotr,Michał,UŚCIŃSKI,6
3342,Andrzej,,BITTEL,6
3343,Dariusz,,OLSZEWSKI,6
3344,Marcel,Józef,KLINOWSKI,6
3345,Michał,Feliks,PRÓSZYŃSKI,6
3346,Monika,Joanna,KWIEK,6
3347,Robert,,SZYDLIK,6
3348,Stefan,,TRACZYK,6
3349,Tomasz,Bogumił,LASKUS,6
3350,Dorota,Małgorzata,BOJEMSKA,6
3351,Jolanta,Monika,MADZIAR,6
3352,Grzegorz,,PRUSZCZYK,6
3353,Zbigniew,,NIEZABITOWSKI,6
3354,Aurelia,,ZALEWSKA,6
3355,Renata,,MIROSŁAW,6
3356,Piotr,,CHOROŚ,6
3357,Małgorzata,,SZYMAŃSKA-SUCHECKA,6
3358,Anna,Krystyna,RUDZKA,6
3359,Dominika,Małgorzata,CHOROSIŃSKA,6
3360,Violetta,Teresa,POROWSKA,6
3361,Katarzyna,Beata,CZOCHARA,6
3362,Janusz,Marcin,KOWALSKI,6
3363,Kamil,,BORTNICZUK,6
3364,Antoni,Eugeniusz,DUDA,6
3365,Sławomir,,KŁOSOWSKI,6
3366,Jerzy,Kazimierz,NASZKIEWICZ,6
3367,Andrzej,,CHRZANOWSKI,6
3368,Teresa,,BARAŃSKA,6
3369,Damian,Jakub,BUŁA,6
3370,Wojciech,Stanisław,KOMARZYŃSKI,6
3371,Zbigniew,,KITAJGRODZKI,6
3372,Marko,Piotr,MARKOWSKI,6
3373,Tomasz,Szczepan,OGNISTY,6
3374,Dariusz,Stanisław,KOLBEK,6
3375,Zbigniew,Józef,BRATOSIEWICZ,6
3376,Anna,,CHABRASZEWSKA,6
3377,Izabela,Barbara,MAJERSKA,6
3378,Anna,Katarzyna,STASIOROWSKA,6
3379,Adam,,DEPTUŁA,6
3380,Martyna,Maria,KOLEMBA-GASCHKA,6
3381,Anna,,GRZEBIŃSKA,6
3382,Maria,Magdalena,ŻUKOWSKA-JACYKOWSKA,6
3383,Marcin,Michał,OCIEPA,6
3384,Marek,Tadeusz,KUCHCIŃSKI,6
3385,Anna,Katarzyna,SCHMIDT-RODZIEWICZ,6
3386,Piotr,Marcin,URUSKI,6
3387,Piotr,Mieczysław,BABINETZ,6
3388,Stanisław,,PIOTROWICZ,6
3389,Adam,Walenty,ŚNIEŻEK,6
3390,Piotr,,PILCH,6
3391,Teresa,,PAMUŁA,6
3392,Adam,,PAWLUŚ,6
3393,Tadeusz,,CHRZAN,6
3394,Lucyna,,PODHALICZ,6
3395,Dorota,,ŁUKASZYK,6
3396,Adam,Tomasz,DROZD,6
3397,Ryszard,,JĘDRUCH,6
3398,Grzegorz,Stanisław,PERS,6
3399,Robert,,PIESZCZOCH,6
3400,Joanna,Katarzyna,BRIL,6
3401,Alicja,Anna,POCAŁUŃ,6
3402,Joanna,Maria,BURBEŁO,6
3403,Andrzej,,GUZIK,6
3404,Maria,Stanisława,KUROWSKA,6
3405,Daniel,Stanisław,KRAWIEC,6
3406,Krzysztof,,SOBOLEWSKI,6
3407,Ewa,Maria,LENIART,6
3408,Józefa,,HRYNKIEWICZ,6
3409,Andrzej,,SZLACHTA,6
3410,Krystyna,Małgorzata,WRÓBLEWSKA,6
3411,Kazimierz,Marian,MOSKAL,6
3412,Wojciech,,BUCZAK,6
3413,Kazimierz,Edward,GOŁOJUCH,6
3414,Zbigniew,Michał,CHMIELOWIEC,6
3415,Rafał,,WEBER,6
3416,Jan,Marek,WARZECHA,6
3417,Jerzy,Stanisław,PAUL,6
3418,Mieczysław,,MIAZGA,6
3419,Halina,Maria,SZYDEŁKO,6
3420,Stanisław,,KRUCZEK,6
3421,Fryderyk,Sylwester,KAPINOS,6
3422,Kamil,,KALINKA,6
3423,Robert,Jan,BEDNARZ,6
3424,Robert,Czesław,GODEK,6
3425,Bernadeta,Dorota,FRYSZTAK,6
3426,Czesław,,ŁĄCZAK,6
3427,Marcin,Piotr,FIJOŁEK,6
3428,Helena,Grażyna,TŁUSTA,6
3429,Magdalena,Barbara,BARTKOWICZ,6
3430,Agata,,KRZEK,6
3431,Anna,Franciszka,TRAWIŃSKA,6
3432,Ewelina,Elżbieta,KUŚ,6
3433,Ewa,,FOŁTA,6
3434,Zbigniew,,TYMUŁA,6
3435,Marcin,Józef,WARCHOŁ,6
3436,Dariusz,,PIONTKOWSKI,6
3437,Jarosław,,ZIELIŃSKI,6
3438,Bohdan,Józef,PASZKOWSKI,6
3439,Kazimierz,,GWIAZDOWSKI,6
3440,Jacek,,ŻALEK,6
3441,Mieczysław,Kazimierz,BASZKO,6
3442,Lech,Antoni,KOŁAKOWSKI,6
3443,Bernadeta,,KRYNICKA,6
3444,Henryk,Jan,WNOROWSKI,6
3445,Adam,,ANDRUSZKIEWICZ,6
3446,Agnieszka,Barbara,MUZYK,6
3447,Łukasz,,SIEKIERKO,6
3448,Roman,,CZEPE,6
3449,Piotr,,MODZELEWSKI,6
3450,Tomasz,Stefan,MADRAS,6
3451,Bożena,Jolanta,JELSKA-JAROŚ,6
3452,Elżbieta,,PUCZYŁOWSKA,6
3453,Grzegorz,,KUCHAREWICZ,6
3454,Rafał,,SUPIŃSKI,6
3455,Alicja,,BIAŁY,6
3456,Andrzej,,MIODUSZEWSKI,6
3457,Bożena,,NIENAŁTOWSKA,6
3458,Marek,,DZIATKOWSKI,6
3459,Henryk,,ŁUKASZEWICZ,6
3460,Bożena,Teresa,BUJNO,6
3461,Agnieszka,,ZDUŃCZYK,6
3462,Izabela,,WASILEWSKA,6
3463,Aleksandra,,SZCZUDŁO,6
3464,Jarosław,Daniel,SELLIN,6
3465,Kacper,Maciej,PŁAŻYŃSKI,6
3466,Arwid,Marek,ŻEBROWSKI,6
3467,Jan,,KILIAN,6
3468,Tadeusz,,CYMAŃSKI,6
3469,Kazimierz,,SMOLIŃSKI,6
3470,Karol,Kazimierz,RABENDA,6
3471,Sylwia,Agnieszka,CELMER,6
3472,Kazimierz,Marian,KORALEWSKI,6
3473,Tomasz,Jędrzej,RAKOWSKI,6
3474,Paweł,Piotr,PETKOWSKI,6
3475,Anna,Magdalena,KEMPA,6
3476,Katarzyna,Joanna,SULEWSKA,6
3477,Jan,Antoni,WIECZOREK,6
3478,Sonia,Anna,GÓRNIAK,6
3479,Marcin,Daniel,WITTNER,6
3480,Grażyna,Jadwiga,STOLC,6
3481,Joanna,Dorota,CABAJ,6
3482,Mirosław,,JASIŃSKI,6
3483,Katarzyna,Maria,WAŃCZYK-KULPIŃSKA,6
3484,Anna,,BROŻEK,6
3485,Barbara,,IMIANOWSKA,6
3486,Filip,Andrzej,STANKIEWICZ,6
3487,Grzegorz,,RACZAK,6
3488,Marcin,Michał,HORAŁA,6
3489,Aleksander,Mikołaj,MRÓWCZYŃSKI,6
3490,Piotr,Józef,MÜLLER,6
3491,Janusz,,ŚNIADEK,6
3492,Małgorzata,Grażyna,ZWIERCAN,6
3493,Ryszard,Janusz,ZARUDZKI,6
3494,Magdalena,Joanna,SROKA,6
3495,Mariusz,Wojciech,ŁUCZYK,6
3496,Piotr,Mariusz,KARCZEWSKI,6
3497,Roman,Witold,DAMBEK,6
3498,Adam,,TREDER,6
3499,Marcin,Paweł,DREWA,6
3500,Krzysztof,Adam,WETTA,6
3501,Violetta,Lilianna,MACKIEWICZ-SASIAK,6
3502,Paweł,,STOLARCZYK,6
3503,Andrzej,,LEYK,6
3504,Wiesława,Barbara,BUNIOWSKA,6
3505,Anna,,LIS,6
3506,Danuta,Jadwiga,BIAŁOOKA-KOSTENECKA,6
3507,Jan,,KUŻOWNIK,6
3508,Mariusz,Krzysztof,BIROSZ,6
3509,Monika,,TOBOLSKA,6
3510,Anna,Marta,WAŃTUCHOWICZ,6
3511,Andrzej,Grzegorz,BYSTRON,6
3512,Urszula,Grażyna,KRYGIER-NOWAK,6
3513,Arleta,,KURZELEWSKA,6
3514,Michał,Bartosz,KOWALSKI,6
3515,Kazimierz,,KLAWITER,6
3516,Stanisław,,SZWED,6
3517,Grzegorz,Paweł,PUDA,6
3518,Kazimierz,Władysław,MATUSZNY,6
3519,Przemysław,Mieczysław,DRABEK,6
3520,Magdalena,Ewa,WÓJCIK,6
3521,Grzegorz,Krzysztof,GAŻA,6
3522,Ryszard,Arkadiusz,MACURA,6
3523,Marcela,Joanna,KANAFEK-LEWANDOWSKA,6
3524,Barbara,Lucyna,ADAMSKA,6
3525,Konrad,Tomasz,ŁOŚ,6
3526,Adrian,Kamil,MIDOR,6
3527,Jarosław,,GOWIN,6
3528,Janusz,Witold,DZIEDZIC,6
3529,Agnieszka,Magdalena,BIEGUN,6
3530,Magdalena,Elżbieta,WAWRZECZKO,6
3531,Renata,Anna,MICHNIK,6
3532,Łukasz,Grzegorz,PASIERBEK,6
3533,Beata,Iwona,BIAŁOWĄS,6
3534,Szymon,Stanisław,GIŻYŃSKI,6
3535,Lidia,Ewa,BURZYŃSKA,6
3536,Mariusz,Wiesław,TREPKA,6
3537,Andrzej,Janusz,GAWRON,6
3538,Monika,,FAJER,6
3539,Piotr,,DEREJCZYK,6
3540,Anna,Janina,KAPTACZ,6
3541,Tomasz,,MAJ,6
3542,Łukasz,Artur,LANGE,6
3543,Paweł,Jan,RUKSZA,6
3544,Magdalena,Anna,PIETRULEWICZ,6
3545,Danuta,Elżbieta,SŁUŻAŁEK-JAWORSKA,6
3546,Andrzej,Piotr,SOWA,6
3547,Urszula,,ZALESKA,6
3548,Bożena,Teresa,BORYS-SZOPA,6
3549,Wojciech,Piotr,SZARAMA,6
3550,Piotr,Mieczysław,PYZIK,6
3551,Jarosław,Włodzimierz,GONCIARZ,6
3552,Tomasz,Jan,OLSZEWSKI,6
3553,Józef,Jan,KUBICA,6
3554,Barbara,Anna,DZIUK,6
3555,Zbigniew,Jerzy,PRZEDPEŁSKI,6
3556,Anna,Joanna,BORÓWKA,6
3557,Bartłomiej,Leszek,KOWALSKI,6
3558,Paweł,,ŻAK,6
3559,Dorota,Regina,SIEBIATA-TOMCZYK,6
3560,Adam,,ILEWSKI,6
3561,Krystyna,Stanisława,KOŁODZIEJ-PTAK,6
3562,Ferdynand,Wilhelm,REISS,6
3563,Ewelina,Sylwia,CEBULA,6
3564,Piotr,Jerzy,PATOŃ,6
3565,Elżbieta,Izabela,KOGOWSKA-PIASECKA,6
3566,Bolesław,Grzegorz,PIECHA,6
3567,Michał,Piotr,WOŚ,6
3568,Czesław,Stanisław,SOBIERAJSKI,6
3569,Adam,,GAWĘDA,6
3570,Grzegorz,,MATUSIAK,6
3571,Katarzyna,Maria,DUTKIEWICZ,6
3572,Teresa,,GLENC,6
3573,Cezary,Dominik,RAJCA,6
3574,Mirela,Elżbieta,SZUTKA,6
3575,Jarosław,Zbigniew,SZCZĘSNY,6
3576,Aleksandra,Katarzyna,RATKA-BOSSARD,6
3577,Karol,Bogusław,SZYMURA,6
3578,Alojzy,Jan,SZYMICZEK,6
3579,Angelika,Krystyna,GARUS-KOPERTOWSKA,6
3580,Urszula,Zofia,KASPAREK,6
3581,Maria,,KODURA,6
3582,Jerzy,Bolesław,LAZAR,6
3583,Daniel,Emilian,WAWRZYCZEK,6
3584,Mateusz,Jakub,MORAWIECKI,6
3585,Michał,Marek,WÓJCIK,6
3586,Jerzy,Jan,POLACZEK,6
3587,Andrzej,Stanisław,SOŚNIERZ,6
3588,Maria,Teresa,NOWAK,6
3589,Leszek,Marian,PIECHOTA,6
3590,Marek,Jacek,WESOŁY,6
3591,Anita,Maria,SKAPCZYK,6
3592,Mariusz,Piotr,SKIBA,6
3593,Paweł,,JABŁOŃSKI,6
3594,Janusz,Paweł,FREITAG,6
3595,Zbigniew,,AUGUSTYN,6
3596,Wioletta,Maria,KOPER-STASZOWSKA,6
3597,Bernadeta,Cecylia,BISKUP,6
3598,Krystyna,Zofia,PANEK,6
3599,Beata,,GROBEL,6
3600,Łukasz,Krzysztof,ROSICKI,6
3601,Maria,Stefania,DURSKA,6
3602,Janina,Maria,ZIĘBA,6
3603,Marek,Jan,URBAŃCZYK,6
3604,Agnieszka,,STĘPIEŃ,6
3605,Agnieszka,Katarzyna,SKOTAREK,6
3606,Mirosław,Stanisław,KICZMAL,6
3607,Wojciech,Tadeusz,AHNERT,6
3608,Ewa,Danuta,MALIK,6
3609,Waldemar,Franciszek,ANDZEL,6
3610,Robert,Piotr,WARWAS,6
3611,Danuta,Czesława,NOWICKA,6
3612,Maria,,MATERLA,6
3613,Marcin,Henryk,KOZIK,6
3614,Małgorzata,Wioletta,ZARYCHTA-SURÓWKA,6
3615,Zbigniew,Józef,PIĄTEK,6
3616,Bożena,Grażyna,SZYDLIK,6
3617,Kazimierz,Czesław,WILK,6
3618,Lena,Marzena,WARDENGA,6
3619,Maciej,Daniel,DERELA,6
3620,Beata,Elżbieta,CIEŚLIK,6
3621,Paweł,Ludwik,SZOPA,6
3622,Ewa,Irena,TRAWCZYŃSKA,6
3623,Zenon,Zygmunt,GŁĄB,6
3624,Łukasz,,CURYŁO,6
3625,Zbigniew,Tadeusz,ZIOBRO,6
3626,Anna,Maria,KRUPKA,6
3627,Krzysztof,Bogdan,LIPIEC,6
3628,Michał,,CIEŚLAK,6
3629,Marek,,KWITEK,6
3630,Piotr,Sylwester,WAWRZYK,6
3631,Agata,Katarzyna,WOJTYSZEK,6
3632,Maria,,ZUBA,6
3633,Bogdan,Jan,LATOSIŃSKI,6
3634,Andrzej,Michał,KRYJ,6
3635,Mariusz,Marek,GOSEK,6
3636,Krzysztof,,BIELECKI,6
3637,Artur,Marian,KONARSKI,6
3638,Tomasz,Andrzej,PUCHROWICZ,6
3639,Dominik,,TARCZYŃSKI,6
3640,Zbigniew,Adam,KONIUSZ,6
3641,Dorota,Ewa,STĘPIEŃ-ZAJĄC,6
3642,Grzegorz,,PIEC,6
3643,Monika,,SŁONIEWSKA,6
3644,Bartłomiej,Piotr,ORZEŁ,6
3645,Agnieszka,Dorota,BURAS,6
3646,Marek,,STRZAŁA,6
3647,Małgorzata,Barbara,JALOWSKA,6
3648,Hubert,Wacław,PRZYBYSZEWSKI,6
3649,Maksymilian,Krzysztof,ŚLUSARCZYK,6
3650,Patrycja,Anna,IWAŃSKA-BĘBEN,6
3651,Urszula,,PRZYGODZKA,6
3652,Sylwester,Arkadiusz,CHRUSZCZ,6
3653,Danuta,Barbara,KRĘPA,6
3654,Magdalena,Anna,ZIELEŃ,6
3655,Agnieszka,,KUŚ,6
3656,Bartłomiej,,DORYWALSKI,6
3657,Leonard,Seweryn,KRASULSKI,6
3658,Jerzy,Zbigniew,WILK,6
3659,Zbigniew,,BABALSKI,6
3660,Marcin,,KAZIMIERCZUK,6
3661,Monika,Anna,MODZELEWSKA-KOZIOŁ,6
3662,Damian,Jan,GODZIŃSKI,6
3663,Paweł,Andrzej,KOWSZYŃSKI,6
3664,Adam,,OŁDAKOWSKI,6
3665,Anna,,WĘGŁOWSKA,6
3666,Karolina,Ewa,GOIK,6
3667,Anna,,PIĄTEK,6
3668,Grażyna,,KAMIŃSKA,6
3669,Jolanta,Wiesława,ANDRUSZKIEWICZ,6
3670,Robert,,GONTARZ,6
3671,Grzegorz,,KIEROZALSKI,6
3672,Jacek,Roman,PAWLIK,6
3673,Wojciech,Stefan,MAKSYMOWICZ,6
3674,Iwona,Ewa,ARENT,6
3675,Artur,Henryk,CHOJECKI,6
